a_name,title,tempo,energy,danceability,loudness,valence,acousticness,Mood
Melanie C,Goin' Down,100.07,0.926,0.524,-3.958,0.581,0.000797,Angry
PJ Harvey,Hardly Wait,116.575,0.253,0.728,-13.163,0.348,0.835,Angry
Hole,Heaven Tonight,130.833,0.863,0.478,-6.938,0.589,0.00201,Angry
Courtney Love,Hello,147.927,0.97,0.423,-3.538,0.295,0.000114,Angry
The Sundays,Here's Where The Story Ends,109.048,0.593,0.625,-10.926,0.835,0.288,Angry
Dead Kennedys,Holiday In Cambodia,197.708,0.927,0.133,-5.371,0.5,0.00344,Angry
PJ Harvey,Horses In My Dreams,116.714,0.128,0.586,-14.569,0.0399,0.918,Angry
Ashlee Simpson,I Am Me,134.048,0.793,0.592,-3.619,0.498,0.00101,Angry
The Libertines,I Get Along,188.396,0.888,0.242,-3.108,0.378,0.0155,Angry
Manchester Orchestra,I Was A Lid,124.013,0.743,0.423,-6.824,0.124,0.00236,Angry
Courtney Love,I'Ll Do Anything,132.977,0.987,0.498,-3.007,0.327,0.00000783,Angry
Choking Victim,In Hell,98.381,0.999,0.308,-2.313,0.0331,0.164,Angry
Ektomorf,Instinct,116.147,0.974,0.364,-2.62,0.28,0.0000439,Angry
Ice Cube,Integration ,94.787,0.84,0.701,-6.68,0.369,0.0163,Angry
Boy Kill Boy,Ivy Parker,95.974,0.673,0.417,-4.774,0.173,0.0499,Angry
Faith Evans,Jealous,92.193,0.56,0.599,-7.678,0.393,0.036,Angry
PJ Harvey,Joe,132.116,0.892,0.43,-15.695,0.0601,0.00109,Angry
Nine Black Alps,Just Friends,146.283,0.994,0.395,-2.36,0.328,0.000151,Angry
PJ Harvey,Kamikaze,168.699,0.789,0.462,-6.325,0.829,0.000348,Angry
Kaiser Chiefs,Learnt My Lesson Well,175.026,0.889,0.343,-3.733,0.532,0.0481,Angry
Jello Biafra,Lessons In What Not to Become,124.003,0.911,0.368,-5.401,0.373,0.00191,Angry
Fiona Apple,Limp,119.992,0.515,0.771,-10.456,0.343,0.116,Angry
Melissa Etheridge,Lover Please,89.061,0.453,0.42,-6.852,0.674,0.0307,Angry
PJ Harvey,M-Bike,101.522,0.436,0.765,-13.8,0.748,0.598,Angry
PJ Harvey,Man-Size,128.998,0.313,0.678,-19.044,0.838,0.0246,Angry
Yeah Yeah Yeahs,Man,188.421,0.975,0.229,-2.575,0.0978,0.0276,Angry
PJ Harvey,Me-Jane,121.361,0.403,0.476,-18.275,0.585,0.0208,Angry
Hole,Miss World,126.704,0.705,0.331,-9.463,0.358,0.00237,Angry
PJ Harvey,Missed,103.885,0.332,0.635,-18.852,0.839,0.0351,Angry
Kaiser Chiefs,My Kind Of Guy,114.259,0.908,0.306,-3.839,0.357,0.000207,Angry
Courtney Love,Never Gonna Be The Same,128.854,0.818,0.359,-5.778,0.351,0.00296,Angry
Mountain Goats,No Children,84.944,0.411,0.606,-7.566,0.412,0.6,Angry
PJ Harvey,No Girl So Sweet,119.798,0.82,0.546,-6.339,0.614,0.000488,Angry
4Lyn,Not Like You,136.665,0.987,0.347,-2.636,0.476,0.00869,Angry
PJ Harvey,Oh My Lover,107.518,0.278,0.421,-16.078,0.183,0.783,Angry
Dana Fuchs,Oh! Darling,186.635,0.633,0.314,-5.306,0.666,0.0377,Angry
Aly & AJ,Potential Breakup Song,158.035,0.886,0.57,-4.145,0.805,0.00112,Angry
Machines Of Loving Grace,Richest Junkie Still Alive,172.609,0.913,0.455,-7.221,0.689,0.000187,Angry
Eminem,Role Model,91.953,0.59,0.869,-4.26,0.789,0.0243,Angry
Kaiser Chiefs,Ruby,93.447,0.923,0.446,-2.695,0.496,0.00794,Angry
Rob Zombie,Scum Of The Earth,139.986,0.966,0.525,-4.028,0.385,0.0000121,Angry
Hole,She Walks On Me,173.065,0.945,0.208,-7.178,0.321,0.006,Angry
PJ Harvey,Sheela-Na-Gig,127.106,0.544,0.487,-15.802,0.441,0.0117,Angry
The Vandals,Sheena Is A Punk Rocker,145.736,0.982,0.361,-2.01,0.36,0.0241,Angry
Veruca Salt,Shutterbug,162.262,0.681,0.29,-5.334,0.248,0.000091,Angry
Melissa Etheridge,Similar Features,206.932,0.462,0.493,-14.481,0.434,0.391,Angry
Snot,Snot,140.051,0.976,0.575,-3.798,0.532,0.00628,Angry
Nine Inch Nails,Somewhat Damaged,110.025,0.755,0.677,-7.669,0.403,0.000991,Angry
Brand New,Sowing Season (Yeah),114.296,0.722,0.447,-4.006,0.176,0.00767,Angry
Nine Inch Nails,"Starfuckers, Inc.",145.994,0.937,0.494,-6.037,0.366,0.000304,Angry
t.A.T.u.,Stars,179.87,0.79,0.532,-8.748,0.301,0.424,Angry
Cold,Suffocate,99.997,0.904,0.537,-4.353,0.647,0.0021,Angry
Texas,Summer Son,127.166,0.915,0.591,-7.356,0.886,0.00265,Angry
No Doubt,Sunday Morning,157.109,0.785,0.589,-5.367,0.787,0.00906,Angry
Nine Inch Nails,Terrible Lie,87.942,0.606,0.61,-12.508,0.477,0.000685,Angry
Kaiser Chiefs,Thank You Very Much,161.054,0.964,0.481,-1.771,0.722,0.00776,Angry
Breaking Benjamin,The Diary Of Jane,167.065,0.963,0.391,-4.378,0.364,0.0000586,Angry
Tegan And Sara,The First ,115.411,0.912,0.661,-5.974,0.67,0.494,Angry
PJ Harvey,The Life And Death Of Mr. Badmouth,142.049,0.356,0.708,-10.283,0.339,0.761,Angry
PJ Harvey,The River,90.92,0.361,0.479,-14.374,0.341,0.895,Angry
Mushroomhead,The Wrist,186.052,0.933,0.223,-5.8,0.245,0.0577,Angry
Smashing Pumpkins,1979,126.879,0.788,0.765,-9.896,0.964,0.0166,Relax
Bob Marley & The Wailers,Africa Unite,127.526,0.435,0.904,-10.043,0.756,0.196,Relax
Radiohead,Airbag,167.946,0.872,0.306,-7.313,0.648,0.00792,Relax
Radiohead,All I Need,88.005,0.477,0.668,-8.709,0.0966,0.517,Relax
Sick Puppies,All The Same,177.592,0.76,0.311,-6.301,0.189,0.000962,Relax
Linda Eder,All The Way,96.025,0.125,0.2,-14.866,0.0802,0.944,Relax
Above & Beyond,Alone Tonight,137.937,0.53,0.345,-9.978,0.276,0.602,Relax
Coldplay,Amsterdam,73.076,0.176,0.262,-10.463,0.105,0.836,Relax
Motorcycle,As The Rush Comes (Radio Edit),135.01,0.817,0.614,-7.527,0.644,0.058,Relax
Ferry Corsten,Beautiful (Extended),134.998,0.753,0.533,-9.243,0.766,0.000441,Relax
Owen,Bed Abuse ,118.026,0.53,0.548,-14.16,0.277,0.0621,Relax
Cold,Black Sunday,98.038,0.845,0.229,-5.482,0.199,0.00458,Relax
Corinne Bailey Rae,Breathless,175.372,0.483,0.318,-7.981,0.264,0.349,Relax
Armin Van Buuren ,Burned With Desire ,137.953,0.916,0.487,-7.986,0.429,0.000638,Relax
Norah Jones,Carnival Town,86.102,0.0361,0.594,-16.062,0.186,0.987,Relax
Chris Lake ,Changes,126.964,0.936,0.55,-5.101,0.475,0.000403,Relax
Air,Cherry Blossom Girl,75.012,0.76,0.436,-7.906,0.504,0.362,Relax
Coldplay,Clocks,130.969,0.749,0.577,-7.215,0.261,0.599,Relax
ATB,Collides With Beauty,136.988,0.896,0.595,-6.789,0.797,0.0418,Relax
Jack Johnson,Constellations,122.025,0.299,0.719,-12.465,0.446,0.47,Relax
Blonde Redhead,Doll Is Mine,153.587,0.508,0.524,-8.412,0.362,0.0336,Relax
Madeleine Peyroux,Don't Cry Baby,105.603,0.337,0.635,-10.088,0.258,0.89,Relax
Coldplay,Don't Panic,122.062,0.612,0.602,-8.409,0.453,0.206,Relax
Secret Garden,Dreamcatcher,73.517,0.158,0.185,-19.246,0.0713,0.923,Relax
Sinead O'Connor,Drink Before The War,123.936,0.265,0.508,-12.254,0.0973,0.537,Relax
Armin Van Buuren ,Empty State,135.994,0.824,0.515,-11.786,0.235,0.0000369,Relax
ATB,Feel Alive (Alternative Radio,132.028,0.85,0.504,-6.028,0.543,0.00493,Relax
Joe Cocker,Feelin' Alright,90.095,0.836,0.538,-10.031,0.874,0.674,Relax
Owen,Gazebo,127.901,0.424,0.57,-11.918,0.343,0.143,Relax
Sinead O'Connor,Gloomy Sunday,124.25,0.156,0.294,-17.397,0.092,0.896,Relax
Goldfrapp,Hairy Trees,104.195,0.487,0.52,-11.72,0.0831,0.362,Relax
Plain White Ts,Hey There Delilah,104.063,0.293,0.651,-10.575,0.313,0.886,Relax
The Chemical Brothers,Hold Tight London,132.975,0.761,0.705,-6.85,0.826,0.194,Relax
The Go! Team,Hold Yr Terror Close,124.854,0.393,0.308,-10.841,0.764,0.924,Relax
Gorillaz,Hong Kong,148.128,0.582,0.513,-7.394,0.241,0.712,Relax
Akon,I Wanna Love You,99.98,0.46,0.866,-9.252,0.29,0.0442,Relax
Luka Bloom,I'll Walk Beside You,111.66,0.114,0.326,-16.176,0.319,0.931,Relax
JS,Ice Cream,123.004,0.62,0.804,-6.35,0.661,0.208,Relax
Coldplay,In My Place,144.642,0.587,0.425,-5.453,0.194,0.0565,Relax
The Exies,Inertia,110.415,0.763,0.498,-5.379,0.335,0.104,Relax
Jimmy Eat World,Just Watch The Fireworks,120.327,0.69,0.657,-8.154,0.196,0.00335,Relax
Corinne Bailey Rae,Like A Star,122.713,0.226,0.605,-10.617,0.142,0.715,Relax
Embrace,Looking As You Are,145.689,0.41,0.295,-9.037,0.252,0.22,Relax
Seabear,Lost Watch,163.078,0.234,0.271,-11.641,0.12,0.888,Relax
Roger Sanchez,Lost,127.983,0.747,0.707,-7.203,0.566,0.0194,Relax
Sinead O'Connor,Love Letters,107.799,0.236,0.305,-11.562,0.241,0.665,Relax
Babyshambles,Love You But You're Green,87.12,0.495,0.523,-6.654,0.401,0.366,Relax
The Spill Canvas,Lullaby,119.683,0.399,0.561,-6.678,0.236,0.241,Relax
Room 5 ,Make Luv ,124.845,0.785,0.869,-9.005,0.743,0.00714,Relax
Yeah Yeah Yeahs,Man,188.421,0.975,0.229,-2.575,0.0978,0.0276,Relax
DJ Shadow,Mutual Slump,98.018,0.829,0.5,-6.275,0.359,0.596,Relax
Jimmy Eat World,My Sundown,96.196,0.433,0.539,-12.246,0.141,0.147,Relax
Massive Attack,Name Taken,160.038,0.676,0.496,-11.236,0.0395,0.0928,Relax
Cosmic Gate ,Not Enough Time,131.951,0.568,0.624,-9.358,0.277,0.00387,Relax
Calexico,Not Even Stevie Nicks,132.174,0.394,0.522,-8.761,0.188,0.881,Relax
Room Eleven,One Of These Days,102.911,0.493,0.683,-9.557,0.704,0.428,Relax
Matt Bianco,Ordinary Day,79.981,0.511,0.73,-10.709,0.701,0.766,Relax
Anberlin,Paperthin Hymn,180.434,0.597,0.298,-12.107,0.536,0.00111,Relax
The Last Goodnight,Pictures Of You,207.673,0.816,0.325,-3.714,0.579,0.165,Relax
Jimmy Eat World,Polaris,111.009,0.945,0.523,-5.642,0.339,0.000183,Relax
Enigma,Return To Innocence,88.026,0.584,0.476,-12.357,0.417,0.119,Relax
Erasure,Say What,190.986,0.538,0.599,-12.326,0.877,0.0536,Relax
Smashing Pumpkins,"Soma (Live In London, 1994)",130.382,0.404,0.307,-10.379,0.195,0.0656,Relax
The Starting Line,Something Left To Give,103.982,0.709,0.444,-5.518,0.351,0.0474,Relax
A Balladeer,Swim With Sam,118.998,0.667,0.629,-7.434,0.612,0.0741,Relax
Kaiser Chiefs,Team Mate,108.123,0.58,0.559,-8.596,0.206,0.00208,Relax
Smog,Teenage Spaceship,141.814,0.0665,0.47,-22.287,0.214,0.608,Relax
Everything But The Girl,Temperamental,123.971,0.76,0.764,-9.352,0.938,0.0485,Relax
Frankie Goes To Hollywood,The Power of Love,122.913,0.164,0.466,-17.17,0.101,0.364,Relax
Norah Jones,Those Sweet Words,103.152,0.234,0.798,-10.699,0.403,0.875,Relax
Keane,To The End Of The Earth,119.981,0.689,0.503,-7.01,0.337,0.0123,Relax
The Jam,Town Called Malice,101.798,0.917,0.553,-8.806,0.781,0.00265,Relax
Massive Attack,Unfinished Sympathy,114.436,0.835,0.592,-8.475,0.703,0.0393,Relax
Dash Berlin,Waiting,135.986,0.847,0.519,-6.716,0.169,0.052,Relax
Ben Harper,Walk Away,140.427,0.0954,0.712,-15.896,0.393,0.875,Relax
Coldplay,We Never Change,136.924,0.286,0.434,-10.803,0.122,0.533,Relax
Seventh Day Slumber,When The Children Cry,137.928,0.605,0.536,-6.231,0.156,0.129,Relax
Venus In Flames,Whole New Me,122.979,0.137,0.424,-15.58,0.288,0.909,Relax
Connie Francis,You're Gonna Miss Me,190.714,0.285,0.326,-9.377,0.455,0.841,Relax
Bob Marley & The Wailers,Africa Unite,127.526,0.435,0.904,-10.043,0.756,0.196,Relax
Radiohead,Airbag,167.946,0.872,0.306,-7.313,0.648,0.00792,Relax
Radiohead,All I Need,88.005,0.477,0.668,-8.709,0.0966,0.517,Relax
Sick Puppies,All The Same,177.592,0.76,0.311,-6.301,0.189,0.000962,Relax
Linda Eder,All The Way,96.025,0.125,0.2,-14.866,0.0802,0.944,Relax
Above & Beyond,Alone Tonight,137.937,0.53,0.345,-9.978,0.276,0.602,Relax
Coldplay,Amsterdam,73.076,0.176,0.262,-10.463,0.105,0.836,Relax
Motorcycle,As The Rush Comes (Radio Edit),135.01,0.817,0.614,-7.527,0.644,0.058,Relax
Ferry Corsten,Beautiful (Extended),134.998,0.753,0.533,-9.243,0.766,0.000441,Relax
Owen,Bed Abuse ,118.026,0.53,0.548,-14.16,0.277,0.0621,Relax
Cold,Black Sunday,98.038,0.845,0.229,-5.482,0.199,0.00458,Relax
Corinne Bailey Rae,Breathless,175.372,0.483,0.318,-7.981,0.264,0.349,Relax
Armin Van Buuren ,Burned With Desire ,137.953,0.916,0.487,-7.986,0.429,0.000638,Relax
Norah Jones,Carnival Town,86.102,0.0361,0.594,-16.062,0.186,0.987,Relax
Chris Lake ,Changes,126.964,0.936,0.55,-5.101,0.475,0.000403,Relax
Air,Cherry Blossom Girl,75.012,0.76,0.436,-7.906,0.504,0.362,Relax
Coldplay,Clocks,130.969,0.749,0.577,-7.215,0.261,0.599,Relax
ATB,Collides With Beauty,136.988,0.896,0.595,-6.789,0.797,0.0418,Relax
Jack Johnson,Constellations,122.025,0.299,0.719,-12.465,0.446,0.47,Relax
Blonde Redhead,Doll Is Mine,153.587,0.508,0.524,-8.412,0.362,0.0336,Relax
Madeleine Peyroux,Don't Cry Baby,105.603,0.337,0.635,-10.088,0.258,0.89,Relax
Coldplay,Don't Panic,122.062,0.612,0.602,-8.409,0.453,0.206,Relax
Secret Garden,Dreamcatcher,73.517,0.158,0.185,-19.246,0.0713,0.923,Relax
Sinead O'Connor,Drink Before The War,123.936,0.265,0.508,-12.254,0.0973,0.537,Relax
Armin Van Buuren ,Empty State,135.994,0.824,0.515,-11.786,0.235,0.0000369,Relax
ATB,Feel Alive (Alternative Radio,132.028,0.85,0.504,-6.028,0.543,0.00493,Relax
